lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
De acuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,2,Sexo,Hombre,35.0
Ni de acuerdo ni en desacuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,3,Sexo,Hombre,4.0
En desacuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,4,Sexo,Hombre,0.0
Totalmente en desacuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,5,Sexo,Hombre,0.0
NO SABE/NO RESPONDE,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,99,Sexo,Hombre,2.0
Totalmente de acuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,1,Sexo,Otro,0.0
De acuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,2,Sexo,Otro,61.0
Ni de acuerdo ni en desacuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,3,Sexo,Otro,0.0
En desacuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,4,Sexo,Otro,0.0
Totalmente en desacuerdo,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,5,Sexo,Otro,39.0
NO SABE/NO RESPONDE,paractiv,Los(las) niños(as) participan activa y constantemente en las actividades y rutinas,99,Sexo,Otro,0.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Sexo,Mujer,60.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Sexo,Mujer,33.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Sexo,Mujer,4.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Sexo,Mujer,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Sexo,Mujer,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Sexo,Mujer,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Sexo,Hombre,61.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Sexo,Hombre,33.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Sexo,Hombre,4.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Sexo,Hombre,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Sexo,Hombre,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Sexo,Hombre,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Sexo,Otro,38.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Sexo,Otro,24.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Sexo,Otro,0.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Sexo,Otro,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Sexo,Otro,39.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Sexo,Otro,0.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Sexo,Mujer,60.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Sexo,Mujer,34.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Sexo,Mujer,4.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Sexo,Mujer,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Sexo,Mujer,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Sexo,Mujer,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Sexo,Hombre,60.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Sexo,Hombre,33.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Sexo,Hombre,4.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Sexo,Hombre,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Sexo,Hombre,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Sexo,Hombre,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Sexo,Otro,0.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Sexo,Otro,61.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Sexo,Otro,0.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Sexo,Otro,0.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Sexo,Otro,39.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Sexo,Otro,0.0
Sí,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,1,Sexo,Mujer,62.0
No,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,2,Sexo,Mujer,37.0
No aplica (No trabajo),trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,3,Sexo,Mujer,0.0
NO SABE/NO RESPONDE,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,99,Sexo,Mujer,1.0
Sí,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,1,Sexo,Hombre,70.0
No,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,2,Sexo,Hombre,30.0
No aplica (No trabajo),trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,3,Sexo,Hombre,0.0
NO SABE/NO RESPONDE,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,99,Sexo,Hombre,0.0
Sí,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,1,Sexo,Otro,24.0
No,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,2,Sexo,Otro,76.0
No aplica (No trabajo),trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,3,Sexo,Otro,0.0
NO SABE/NO RESPONDE,trabcont,Desde que inició la emergencia sanitaria causada por el COVID-19 ¿usted continuó yendo a su centro de trabajo?,99,Sexo,Otro,0.0
Sí,trabcasa,¿Continuó efectuando su trabajo desde casa?,1,Sexo,Mujer,51.0
No,trabcasa,¿Continuó efectuando su trabajo desde casa?,2,Sexo,Mujer,48.0
NO SABE/NO RESPONDE,trabcasa,¿Continuó efectuando su trabajo desde casa?,99,Sexo,Mujer,1.0
Sí,trabcasa,¿Continuó efectuando su trabajo desde casa?,1,Sexo,Hombre,46.0
No,trabcasa,¿Continuó efectuando su trabajo desde casa?,2,Sexo,Hombre,54.0
NO SABE/NO RESPONDE,trabcasa,¿Continuó efectuando su trabajo desde casa?,99,Sexo,Hombre,1.0
Sí,trabcasa,¿Continuó efectuando su trabajo desde casa?,1,Sexo,Otro,61.0
No,trabcasa,¿Continuó efectuando su trabajo desde casa?,2,Sexo,Otro,39.0
NO SABE/NO RESPONDE,trabcasa,¿Continuó efectuando su trabajo desde casa?,99,Sexo,Otro,0.0
Sí,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,1,Sexo,Mujer,61.0
No,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,2,Sexo,Mujer,38.0
NO SABE/NO RESPONDE,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,99,Sexo,Mujer,1.0
Sí,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,1,Sexo,Hombre,63.0
No,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,2,Sexo,Hombre,37.0
NO SABE/NO RESPONDE,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,99,Sexo,Hombre,0.0
Sí,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,1,Sexo,Otro,39.0
No,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,2,Sexo,Otro,61.0
NO SABE/NO RESPONDE,apoyocasa,Aun laborando desde casa ¿requirió de alguien para que le apoyara con el cuidado de su hijo?,99,Sexo,Otro,0.0
Padre o madre del niño(a),cargocasa,¿Quién le apoyo en el cuidado del niño?,1,Sexo,Mujer,18.0
Abuelos,cargocasa,¿Quién le apoyo en el cuidado del niño?,2,Sexo,Mujer,51.0
Tíos,cargocasa,¿Quién le apoyo en el cuidado del niño?,3,Sexo,Mujer,8.0
Algún otro familiar,cargocasa,¿Quién le apoyo en el cuidado del niño?,4,Sexo,Mujer,13.0
Algún conocido,cargocasa,¿Quién le apoyo en el cuidado del niño?,5,Sexo,Mujer,6.0
Pagué para su cuidado,cargocasa,¿Quién le apoyo en el cuidado del niño?,6,Sexo,Mujer,3.0
Nadie,cargocasa,¿Quién le apoyo en el cuidado del niño?,7,Sexo,Mujer,1.0
Otro,cargocasa,¿Quién le apoyo en el cuidado del niño?,98,Sexo,Mujer,0.0
NO SABE/NO RESPONDE,cargocasa,¿Quién le apoyo en el cuidado del niño?,99,Sexo,Mujer,0.0
Padre o madre del niño(a),cargocasa,¿Quién le apoyo en el cuidado del niño?,1,Sexo,Hombre,38.0
Abuelos,cargocasa,¿Quién le apoyo en el cuidado del niño?,2,Sexo,Hombre,36.0
Tíos,cargocasa,¿Quién le apoyo en el cuidado del niño?,3,Sexo,Hombre,7.0
Algún otro familiar,cargocasa,¿Quién le apoyo en el cuidado del niño?,4,Sexo,Hombre,10.0
Algún conocido,cargocasa,¿Quién le apoyo en el cuidado del niño?,5,Sexo,Hombre,7.0
Pagué para su cuidado,cargocasa,¿Quién le apoyo en el cuidado del niño?,6,Sexo,Hombre,1.0
Nadie,cargocasa,¿Quién le apoyo en el cuidado del niño?,7,Sexo,Hombre,0.0
Otro,cargocasa,¿Quién le apoyo en el cuidado del niño?,98,Sexo,Hombre,0.0
NO SABE/NO RESPONDE,cargocasa,¿Quién le apoyo en el cuidado del niño?,99,Sexo,Hombre,0.0
Padre o madre del niño(a),cargocasa,¿Quién le apoyo en el cuidado del niño?,1,Sexo,Otro,0.0
Abuelos,cargocasa,¿Quién le apoyo en el cuidado del niño?,2,Sexo,Otro,0.0
Tíos,cargocasa,¿Quién le apoyo en el cuidado del niño?,3,Sexo,Otro,100.0
Algún otro familiar,cargocasa,¿Quién le apoyo en el cuidado del niño?,4,Sexo,Otro,0.0
Algún conocido,cargocasa,¿Quién le apoyo en el cuidado del niño?,5,Sexo,Otro,0.0
Pagué para su cuidado,cargocasa,¿Quién le apoyo en el cuidado del niño?,6,Sexo,Otro,0.0
Nadie,cargocasa,¿Quién le apoyo en el cuidado del niño?,7,Sexo,Otro,0.0
Otro,cargocasa,¿Quién le apoyo en el cuidado del niño?,98,Sexo,Otro,0.0
NO SABE/NO RESPONDE,cargocasa,¿Quién le apoyo en el cuidado del niño?,99,Sexo,Otro,0.0
Sí,usoguarcov,Si la guardería hubiera continuado dando servicio durante la contingencia sanitaria ¿hubiera hecho uso de este?,1,Sexo,Mujer,44.0
No,usoguarcov,Si la guardería hubiera continuado dando servicio durante la contingencia sanitaria ¿hubiera hecho uso de este?,2,Sexo,Mujer,49.0
NO SABE/NO RESPONDE,usoguarcov,Si la guardería hubiera continuado dando servicio durante la contingencia sanitaria ¿hubiera hecho uso de este?,99,Sexo,Mujer,7.0
Sí,usoguarcov,Si la guardería hubiera continuado dando servicio durante la contingencia sanitaria ¿hubiera hecho uso de este?,1,Sexo,Hombre,42.0
